Step,Node_Index,R,G,B,diffR,diffG,diffB
900,45,201.84,132.448,178.133,0.443,-0.338,1.125
900,46,208.775,119.558,131.518,-1.332,-0.73,1.465
900,47,212.476,100.213,84.439,-3.219,-2.005,-1.371
900,48,206.507,76.69,49.353,3.805,-0.44,-0.306
900,49,205.351,60.66,33.476,5.964,3.457,2.337
900,50,129.169,223.955,197.54,-2.082,-1.569,-2.882
900,51,131.893,226.724,188.33,-1.662,-3.096,2.53
900,52,128.104,211.363,171.188,-1.927,-1.724,2.044
900,53,147.106,181.066,174.023,-2.902,0.117,1.175
900,54,152.243,163.213,174.146,0.637,-1.196,1.988
900,55,153.753,140.233,161.514,-1.014,-1.913,-0.498
900,56,157.21,118.932,131.079,1.678,-0.646,0.564
900,57,167.953,83.352,84.55,-0.043,0.225,3.207
900,58,181.513,48.663,47.061,6.89,1.256,5.141
900,59,189.391,37.656,39.095,7.148,2.43,3.061
900,60,93.059,193.661,120.823,-1.591,-0.271,-0.097
900,61,76.281,213.912,124.773,-0.738,-3.153,7.288
900,62,78.186,212.473,152.811,2.353,-1.129,-0.035
900,63,92.166,197.375,169.041,-0.732,0.664,-0.223
900,64,114.304,174.453,167.832,-2.836,1.12,0.277
900,65,117.052,140.556,154.905,0.778,0.989,2.343
900,66,121.299,112.978,143.7,0.97,0.455,0.411
900,67,137.123,74.533,105.643,5.66,-1.953,-2.919
900,68,166.358,40.032,70.97,0.05,1.678,-0.482
900,69,183.781,28.737,60.139,0.737,1.943,3.746
900,70,47.746,153.467,58.951,-0.884,-5.898,4.57
900,71,43.122,181.587,82.921,0.656,-5.412,6.176
900,72,41.837,203.045,133.583,2.095,-4.907,6.46
900,73,53.476,202.144,171.585,1.995,-1.756,-1.109
900,74,75.091,173.487,184.534,-0.267,-1.238,-0.009
900,75,98.338,128.264,181.818,-1.118,1.434,-4.438
900,76,93.102,93.513,166.946,-0.808,0.764,3.721
900,77,99.186,60.425,149.306,4.79,7.557,2.018
900,78,135.861,30.908,119.327,3.769,0.301,-1.387
900,79,173.625,22.222,103.653,-0.152,0.446,1.621
900,80,41.9,120.352,51.096,-2.496,5.632,0.122
900,81,35.278,152.536,70.469,-0.277,-5.931,4.224
900,82,36.327,180.809,127.702,2.319,1.18,-0.918
900,83,38.934,187.944,174.355,-0.582,-0.839,-1.012
900,84,59.676,159.904,199.793,-2.401,1.528,-1.413
900,85,68.915,113.422,213.843,-3.808,-0.899,-2.568
900,86,73.211,72.163,194.147,-1.32,0.603,1.147
900,87,85.427,42.217,179.939,5.405,2.734,7.614
900,88,126.421,24.956,175.612,5.693,2.804,4.747
900,89,165.546,19.751,176.341,0.814,0.345,0.465
900,90,37.14,102.719,51.788,-1.181,6.232,0.834
900,91,33.844,114.902,67.951,-0.67,5.897,-0.523
900,92,26.233,147.219,126.99,1.213,0.889,-0.046
900,93,29.883,155.432,172.538,0.997,0.191,1.686
900,94,44.744,139.579,206.875,-0.696,1.188,-0.623
900,95,60.72,102.307,224.432,-3.536,-1.733,-0.887
900,96,64.21,69.339,213.007,-0.027,-1.225,-0.412
900,97,88.873,40.597,199.52,2.012,2.715,3.996
900,98,135.221,26.255,201.756,-0.986,1.021,-1.707
900,99,161.711,19.355,202.539,2.025,1.047,-1.529
999,0,246.255,249.239,243.698,1.502,-0.874,-1.331
999,1,251.125,246.831,232.102,-0.788,-0.927,1.001
999,2,252.133,241.169,215.71,-0.468,-1.524,0.107
999,3,251.799,228.557,196.566,-0.526,-1.197,0.31
999,4,251.112,216.218,183.795,-0.837,0.757,0.266
999,5,245.941,214.158,169.099,-0.996,-1.332,0.125
999,6,233.815,206.628,141.105,-0.841,-1.295,-0.608
999,7,200.788,205.33,80.056,-0.083,-1.323,-1.656
999,8,195.739,219.277,23.336,0.776,-3.264,2.331
999,9,196.315,225.37,11.722,0.282,-4.931,2.424
999,10,241.528,248.984,246.478,2.132,-0.973,-1.778
999,11,241.247,245.091,236.889,1.028,-1.274,-1.862
999,12,243.171,235.799,217.714,-0.34,-0.654,0.541
999,13,246.212,217.61,200.896,-0.449,1.543,0.128
999,14,248.022,205.5,187.231,-1.18,0.198,-0.308
999,15,245.034,193.236,167.561,-0.785,-0.364,-1.522
999,16,231.869,180.726,126.53,0.997,-1.478,0.174
999,17,216.861,172.213,86.658,0.371,0.148,1.74
999,18,206.613,177.888,40.882,-0.856,-0.709,-0.197
999,19,199.376,190.328,13.669,-1.724,-5.381,1.995
999,20,209.757,242.127,242.367,-2.683,-1.385,-1.337
999,21,210.722,231.492,232.585,-0.218,0.27,0.296
999,22,216.775,208.564,220.736,-0.124,-0.441,0.028
999,23,227.313,186.728,212.863,0.172,-0.782,-0.168
999,24,236.799,165.679,204.599,-0.929,-1.11,0.317
999,25,239.023,156.988,168.719,-0.369,1.202,-0.261
999,26,236.944,146.207,120.749,-0.197,-0.498,0.692
999,27,231.893,141.917,87.633,-1.832,0.277,0.165
999,28,209.404,140.667,44.926,-0.753,-1.723,0.104
999,29,199.202,137.924,23.74,-2.809,1.168,1.411
999,30,161.444,224.857,235.751,2.399,1.563,-1.7
999,31,173.664,222.708,227.163,-0.037,-0.424,-0.301
999,32,198.614,197.012,221.777,-0.502,-0.54,0.042
999,33,213.027,165.104,214.078,1.173,-1.5,1.231
999,34,219.628,143.788,210.955,-0.819,0.897,0.716
999,35,227.886,133.302,178.955,-1.041,1.086,-0.04
999,36,234.812,126.512,120.543,-2.73,1.251,3.221
999,37,237.712,124.519,89.277,-3.209,-0.375,1.82
999,38,224.539,117.402,52.525,-3.403,-0.187,-0.144
999,39,208.251,110.677,26.179,-2.784,-0.331,1.922
999,40,146.652,224.401,228.484,1.785,1.964,-3.583
999,41,152.571,222.586,221.027,1.92,1.812,-3.166
999,42,170.523,202.476,197.975,-0.468,-0.407,1.857
999,43,189.187,170.815,195.146,-0.237,-1.786,0.265
999,44,195.754,152.473,195.809,0.209,-2.205,0.213
999,45,203.041,131.827,178.176,-1.201,0.621,-0.043
999,46,208.775,119.558,131.518,-0.0,-0.0,0.0
999,47,214.037,101.231,81.915,-1.561,-1.018,2.524
999,48,207.635,76.512,48.205,-1.128,0.178,1.148
999,49,207.894,61.966,29.728,-2.543,-1.306,3.748
999,50,129.641,223.411,203.054,-0.472,0.544,-5.514
999,51,132.095,227.672,187.723,-0.202,-0.948,0.607
999,52,128.733,212.417,170.112,-0.629,-1.054,1.076
999,53,145.977,184.679,173.882,1.129,-3.613,0.141
999,54,152.243,163.213,174.146,-0.0,-0.0,0.0
999,55,153.753,140.233,161.514,-0.0,-0.0,-0.0
999,56,154.668,117.232,126.133,2.542,1.7,4.946
999,57,167.352,83.25,81.559,0.601,0.102,2.991
999,58,181.008,47.821,44.571,0.505,0.842,2.49
999,59,192.444,34.758,36.366,-3.053,2.898,2.729
999,60,93.844,195.08,122.932,-0.785,-1.419,-2.109
999,61,74.331,214.963,121.582,1.95,-1.051,3.191
999,62,77.796,214.397,153.238,0.39,-1.924,-0.427
999,63,92.283,198.738,170.777,-0.117,-1.363,-1.736
999,64,113.424,176.638,167.987,0.88,-2.185,-0.155
999,65,117.267,139.02,152.3,-0.215,1.536,2.605
999,66,120.84,113.253,142.601,0.459,-0.275,1.099
999,67,135.432,77.824,104.602,1.691,-3.291,1.041
999,68,166.198,36.197,74.527,0.16,3.835,-3.557
999,69,188.888,26.345,61.116,-5.107,2.392,-0.977
999,70,48.114,153.272,56.322,-0.368,0.195,2.629
999,71,39.467,187.691,82.596,3.655,-6.104,0.325
999,72,39.71,207.468,133.837,2.127,-4.423,-0.254
999,73,54.465,205.139,173.223,-0.989,-2.995,-1.638
999,74,74.937,175.25,185.501,0.154,-1.763,-0.967
999,75,98.613,128.385,185.237,-0.275,-0.121,-3.419
999,76,95.03,94.525,164.344,-1.928,-1.012,2.602
999,77,98.0,55.33,148.196,1.186,5.095,1.11
999,78,137.751,27.762,121.671,-1.89,3.146,-2.344
999,79,176.384,20.446,105.898,-2.759,1.776,-2.245
999,80,42.68,119.105,47.672,-0.78,1.247,3.424
999,81,37.393,153.031,67.752,-2.115,-0.495,2.717
999,82,33.136,182.158,129.619,3.191,-1.349,-1.917
999,83,39.513,189.422,175.685,-0.579,-1.478,-1.33
999,84,58.773,161.265,203.262,0.903,-1.361,-3.469
999,85,71.332,116.189,215.644,-2.417,-2.767,-1.801
999,86,63.477,64.525,198.607,9.734,7.638,-4.46
999,87,81.702,41.037,176.822,3.725,1.18,3.117
999,88,125.388,24.38,173.119,1.033,0.576,2.493
999,89,168.143,19.263,175.455,-2.597,0.488,0.886
999,90,36.648,103.596,47.308,0.492,-0.877,4.48
999,91,30.57,114.768,67.356,3.274,0.134,0.595
999,92,25.101,146.549,126.748,1.132,0.67,0.242
999,93,27.059,156.219,173.269,2.824,-0.787,-0.731
999,94,43.039,141.538,208.708,1.705,-1.959,-1.833
999,95,52.838,92.464,225.345,7.882,9.843,-0.913
999,96,50.75,54.804,214.935,13.46,14.535,-1.928
999,97,79.228,34.82,201.272,9.645,5.777,-1.752
999,98,137.534,28.268,202.238,-2.313,-2.013,-0.482
999,99,160.546,20.926,202.965,1.165,-1.571,-0.426
